문장,대분류,중분류,소분류
죽고 싶다,부정,,
죽기로,부정,,
죽기로 결심하고,부정,,
죽기를 바라는,부정,,
죽기만을,부정,,
죽기만을 기다린다는,부정,,
죽는,부정,,
죽는 일,부정,,
죽는 일이,부정,,
죽는 현상,부정,,
죽는다는 뜻으로,부정,,
죽다,부정,,
죽어서,부정,,
죽었을,부정,,
죽었을 때의,부정,,
죽여서,부정,,
죽여서 묻음,부정,,
죽은,부정,,
죽은 모양,부정,,
죽은 상태이다,부정,,
죽은 피,부정,,
죽을맛,부정,,
죽음,부정,,
죽음에,부정,,
죽음에 이르게,부정,,
죽음을,부정,,
죽음을 이르는,부정,,
죽음의,부정,,
죽이는,부정,,
죽이는 일,부정,,
죽이는 짓을,부정,,
죽이다,부정,,
죽임,부정,,
죽임을,부정,,
죽임을 당하거나,부정,,
죽임을 당하다,부정,,
줄 만하다,중립,,
줄어들거나,부정,,
줄어들거나 닳아,부정,,
줏대 없이,부정,,
중간에서 어그러뜨리다,부정,,
중간에서 화해하거나,중립,,
중단하다,부정,,
중대한,긍정,,
중대한 태도로,긍정,,
중독,부정,,
중병이,부정,,
중병이 재발하거나,부정,,
중상,부정,,
중생을 구제하기,긍정,,
중생을 이롭게,긍정,,
중심을 잃고,부정,,
중얼거리는,부정,,
중얼거리는 모양,부정,,
중요하게,긍정,,
중요하게 여겨,긍정,,
중요하고,긍정,,
중요하다,긍정,,
중요한,긍정,,
중요한 대목,긍정,,
중요한 물건이나,긍정,,
중풍,부정,,
중풍과,부정,,
중풍으로,부정,,
중한 병,부정,,
중한 병을,부정,,
중히 여기는,긍정,,
즐거운,긍정,,
즐거운 감정,긍정,,
즐거운 감정을,긍정,,
즐거운 느낌이나,긍정,,
즐거운 일,긍정,,
즐거운 일을,긍정,,
즐거운 표정으로,긍정,,
즐거움,긍정,,
즐거움과,긍정,,
즐거움과 만족을,긍정,,
즐거움과 행복을,긍정,,
즐거움을,긍정,,
즐거움을 나누다,긍정,,
즐거움을 주는,긍정,,
즐거움이,긍정,,
즐거움이 큼을,긍정,,
즐거워,긍정,,
즐거워하다,긍정,,
즐거워하지 아니하다,부정,,
즐거워하지 아니함,부정,,
즐거워한다는,긍정,,
즐거워한다는 뜻으로,긍정,,
즐거워함,긍정,,
즐거음을 주는,긍정,,
즐겁게,긍정,,
즐겁게 누리거나,긍정,,
즐겁게 여기다,긍정,,
즐겁게 웃는,긍정,,
즐겁게 지내다,긍정,,
즐겁게 하거나,긍정,,
즐겁게 하는,긍정,,
즐겁게 하다,긍정,,
즐겁게 함,긍정,,
즐겁고,긍정,,
즐겁고 기쁘게,긍정,,
즐겁고 기쁘다,긍정,,
즐겁고 기쁜,긍정,,
즐겁고 상쾌하게,긍정,,
즐겁고 상쾌한,긍정,,
즐겁고 시원하여,긍정,,
즐겁고 유쾌한,긍정,,
즐겁고 좋은,긍정,,
즐겁고 평화로움,긍정,,
즐겁다,긍정,,
즐겨,긍정,,
즐겨 부를,긍정,,
즐기고,긍정,,
즐기기,긍정,,
즐기기 위하여,긍정,,
즐기는,긍정,,
즐기는 마음,긍정,,
즐기는 사람,긍정,,
즐기는 생활,긍정,,
즐기는 성향이,긍정,,
즐기는 자리,긍정,,
즐기다,긍정,,
즐기며,긍정,,
즐기며 놀리거나,긍정,,
즐김,긍정,,
증상을 치료하는,긍정,,
증세가 나빠지도록,부정,,
증오,부정,,
증오감,부정,,
증오심,부정,,
증오하다,부정,,
증오해,부정,,
지겨워하다,부정,,
지겹게,부정,,
지겹게 여기다,부정,,
지겹다,부정,,
지겹도록,부정,,
지경,부정,,
지극한 정성으로,긍정,,
지극한 효자나,긍정,,
지극할 정도로,긍정,,
지근대다,부정,,
지긋지긋하고,부정,,
지긋지긋하고 진절머리,부정,,
지껄이는,부정,,
지껄이는 말을,부정,,
지껄이는 모양,부정,,
지껄이는 소리,부정,,
지껄이다,부정,,
지껄이며,부정,,
지나치거나,부정,,
지나치게,부정,,
지나치게 더럽고,부정,,
지나치게 똑똑하다,긍정,,
지나치게 민감하다,부정,,
지나치게 벗어나다,부정,,
지나치게 손상되어,부정,,
지나치게 시기하다,부정,,
지나치게 시기함,부정,,
지나치게 심하다,부정,,
지나치게 탐하는,부정,,
지나치다,부정,,
지나친,부정,,
지나친 데가,부정,,
지나친 성생활,부정,,
지능이 부족하여,부정,,
지다,부정,,
지독하다,부정,,
지독한,부정,,
지루,부정,,
지루하게,부정,,
지루하고,부정,,
지루하고 싫다,부정,,
지루하다,부정,,
지루하여,부정,,
지루한,부정,,
지루한 시합이나,부정,,
지루해져서,부정,,
지르는 고함,부정,,
지못미,부정,,
지방의 불량배가,부정,,
지속되지 아니하고,부정,,
지식과 경험을,긍정,,
지식이 많고,긍정,,
지옥,부정,,
지위가 낮아지거나,부정,,
지위가 낮은,부정,,
지위가 높고,긍정,,
지위를 얻지 못하다,부정,,
지위를 얻지 못함,부정,,
지위를 잃다,부정,,
지저분하게,부정,,
지저분하게 널려,부정,,
지저분하게 늘어져,부정,,
지저분하고,부정,,
지저분하고 더럽다,부정,,
지저분하다,부정,,
지저분한,부정,,
지저분한 모양,부정,,
지저분함이 없이,긍정,,
지적이고,긍정,,
지적이다,긍정,,
지적인,긍정,,
지지,부정,,
지지 아니하고,긍정,,
지쳐,부정,,
지쳐 있음을,부정,,
지쳐 피곤하다,부정,,
지쳐 피곤함,부정,,
지쳐 힘들다,부정,,
지쳐서,부정,,
지치거나,부정,,
지치고,부정,,
지친,부정,,
지켜야 할 도리,긍정,,
지켜지지 않고,부정,,
지키지 못하고,부정,,
지키지 못하여,부정,,
지키지 않고,부정,,
지키지 않은,부정,,
지혜,긍정,,
지혜가,긍정,,
지혜가 계발되고,긍정,,
지혜가 뛰어나다,긍정,,
지혜가 뛰어남,긍정,,
지혜가 많은,긍정,,
지혜가 밝다,긍정,,
지혜로,긍정,,
지혜로부터,긍정,,
지혜로써,긍정,,
지혜로우며,긍정,,
지혜로우며 점잖은,긍정,,
지혜로운,긍정,,
지혜롭고,긍정,,
지혜롭고 밝은,긍정,,
지혜롭다,긍정,,
지혜를,긍정,,
지혜를 성취함,긍정,,
지혜를 아울러,긍정,,
지혜를 얻어,긍정,,
지혜와,긍정,,
지혜의,긍정,,
지혜의 힘,긍정,,
지혜이다,긍정,,
진국이다,긍정,,
진귀하고,긍정,,
진귀하고 맛있는,긍정,,
진득하기 못하게,부정,,
진득하지 못하게,부정,,
진득하지 못하다,부정,,
진리,긍정,,
진리를,긍정,,
진리를 깨닫고자,긍정,,
진리를 깨닫는,긍정,,
진리를 깨달아,긍정,,
진리를 깨달은,긍정,,
진리를 밝힘,긍정,,
진리를 증득,긍정,,
진리와,긍정,,
진리와 아름다움,긍정,,
진물,부정,,
진물 따위가,부정,,
진물이,부정,,
진물이 괴어,부정,,
진물이 나오면서,부정,,
진물이 나와,부정,,
진물이 많이 나오면서,부정,,
진실,긍정,,
진실된,긍정,,
진실을,긍정,,
진실하고,긍정,,
진실하고 올바른,긍정,,
진실하여,긍정,,
진실한,긍정,,
진실한 가르침,긍정,,
진실한 도리,긍정,,
진실한 마음으로,긍정,,
진실한 의의,긍정,,
진저리,부정,,
진저리가,부정,,
진저리가 나도록,부정,,
진저리가 날,부정,,
진절머리,부정,,
진절머리 나는,부정,,
진정되어,긍정,,
진정하다,긍정,,
진중하지 못한,부정,,
진지충,부정,,
진집을,부정,,
진집을 내는,부정,,
진집을 내다,부정,,
진취적,긍정,,
진취적이다,긍정,,
진취적인,긍정,,
진행되는 병,부정,,
질겁,부정,,
질겁하다,부정,,
질기다,중립,,
질리다,부정,,
질림,부정,,
질병,부정,,
질병을,부정,,
질병을 앓을,부정,,
질병이,부정,,
질병이 남아,부정,,
질색,부정,,
질색하다,부정,,
질서 없이,부정,,
질서가 없는,부정,,
질서가 없다,부정,,
질식시키거나,부정,,
질이 나쁘고,부정,,
질질 끌다,부정,,
질질 울고,부정,,
질질거리다,부정,,
질투,부정,,
질투로,부정,,
질투심,부정,,
질투하다,부정,,
질환,부정,,
질환의,부정,,
질환의 하나,부정,,
짐,부정,,
짐승을 죽이다,부정,,
집도 없음을,부정,,
집이 허술하여서,부정,,
집적거려,부정,,
집적거리거나,부정,,
집적집적,부정,,
집적집적하다,부정,,
집착을 버린,긍정,,
짓궂게,부정,,
짓궂게 굴거나,부정,,
짓궂게 굴다,부정,,
짓궂다,부정,,
짓궂은,부정,,
짓궂은 말이나,부정,,
짓궃게,부정,,
짓궃게 구는,부정,,
짓궃게 굴거나,부정,,
짓궃게 빈정거리는,부정,,
짓궃게 빈정거리다,부정,,
짓궃고,부정,,
짓궃고 밉살스럽게,부정,,
짓궃은,부정,,
짓궃은 데가,부정,,
짓궃은 말이나,부정,,
짓눌러,부정,,
짓눌러서,부정,,
짓무르고,부정,,
짓무르다,부정,,
짓물러,부정,,
짓물러 아픈,부정,,
짓밟는,부정,,
짓밟는 모양,부정,,
짓밟다,부정,,
징그러운,부정,,
징그러울,부정,,
징그러울 때,부정,,
징그럽다,부정,,
징얼거리다,부정,,
징얼징얼,부정,,
징얼징얼하다,부정,,
징징거리다,부정,,
징징대다,부정,,
징징하다,부정,,
짖궂게,부정,,
짖궂게 건드리는,부정,,
짖궂게 건드리다,부정,,
짖궂게 달라붙어,부정,,
짖궂게 빈정거리는,부정,,
짖궂게 빈정거리다,부정,,
짖궂은,부정,,
짖궂은 데가,부정,,
짖궂은 말이나,부정,,
짖궂은 행동이나,부정,,
ㅉㅉ,부정,,
짜그라트리다,부정,,
짜르르대다,부정,,
짜릿하다,긍정,,
짜이지 못하고,부정,,
짜증,부정,,
짜증나는,부정,,
짜증나다,부정,,
짜증난,부정,,
짜증내다,부정,,
짜증니 나는,부정,,
짜증스럽다,부정,,
짜증을,부정,,
짜증을 내는,부정,,
짜증을 내다,부정,,
짜증을 내며,부정,,
짜증이,부정,,
짜증이 나거나,부정,,
짜증이 나는,부정,,
짜증이 날 때,부정,,
짜지다,부정,,
짝남,긍정,,
짝녀,부정,,
짤뚜룩대다,부정,,
짧다,부정,,
짭짭대다,부정,,
쩔쩔매거나,부정,,
쩔쩔매는,부정,,
쩔쩔매는 모양,부정,,
쩔쩔맴을,부정,,
쩝쩝대다,부정,,
쪼들려서,부정,,
쪼들리게,부정,,
쪼들리게 살림을,부정,,
쪼들린,부정,,
쪼들린 탓으로,부정,,
쭈그러들게,부정,,
쭈그러들게 되다,부정,,
쭈그러들다,부정,,
쭈그러듦,부정,,
쭈그러져,부정,,
쭈그러져 볼품없이,부정,,
쭈그러져 작아지다,부정,,
쭈그렁이,부정,,
쭈글쭈글한,부정,,
쭈글쭈글한 늙은이를,부정,,
찌그러져,부정,,
찌그러트리다,부정,,
찌꺼기,부정,,
찌꺼기 따위가,부정,,
찌들고,부정,,
찌르듯이,부정,,
찌푸리는,부정,,
찌푸리는 모양,부정,,
찐따,부정,,
찔찔대다,부정,,
찝쩍대다,부정,,
찝찝하다,부정,,
찡그리다,부정,,
찡찡대다,부정,,
찡찡이,부정,,
찡찡한,부정,,
찡찡한 사람을,부정,,
찢어져,부정,,
찢어져 어지럽게,부정,,
찢어진,부정,,
찢어진 곳을,부정,,
ㅊㅋ,긍정,,
차가운 듯하다,부정,,
차가움을,부정,,
차가움을 느낄,부정,,
차거나 싫은,부정,,
차도남,긍정,,
차도녀,긍정,,
차리지 못하고,부정,,
차마,부정,,
차별 없이,긍정,,
차분하지 못하고,부정,,
차분하지 못하여,부정,,
차분하지 않은,부정,,
차지 아니하여,부정,,
차지 아니하여서,부정,,
차지 않아,부정,,
착실하다,긍정,,
착실하지 못하게,부정,,
착실하지 못하고,부정,,
착실하지 못하다,부정,,
착실하지 못하며,부정,,
착실하지 못하여,부정,,
착실하지 않아,부정,,
착실한,긍정,,
착실한 맛,긍정,,
착잡하거나,부정,,
착잡하거나 언짢은,부정,,
착착 달라붙을,긍정,,
착취하여,부정,,
착하고,긍정,,
착하고 평등한,긍정,,
착하고 훌륭한,긍정,,
착하다,긍정,,
착하여,긍정,,
착하여 도덕적,긍정,,
착하지 못함을,부정,,
착하지 않음을,부정,,
착한,긍정,,
착한 마음을,긍정,,
착한 벗이,긍정,,
착한 사람을,긍정,,
착한 체함을,부정,,
착한 행실을,긍정,,
착함을 좋아하는,긍정,,
찬 기운과,부정,,
찬 느낌이,부정,,
찬 태도로,부정,,
찬란하거나,긍정,,
찬란하거나 화려하다,긍정,,
찬란하거나 화려함,긍정,,
찬란하다,긍정,,
찬미하는,긍정,,
찬미하는 노래,긍정,,
찬미한,긍정,,
찬미한 글,긍정,,
찬사,긍정,,
찬양,긍정,,
찬양하는,긍정,,
찬양하는 뜻으로,긍정,,
찬양하다,긍정,,
찬양함,긍정,,
찬찬하고,긍정,,
찬찬하다,긍정,,
찬찬하며,긍정,,
찬찬하며 실하게,긍정,,
찬찬하지 못하거나,부정,,
찬찬하지 못하고,부정,,
찬찬한,긍정,,
찬찬한 모양,긍정,,
찬칭하다,긍정,,
찬탄하고,긍정,,
찬탄하는,긍정,,
찬탄하는 노래,긍정,,
찬탄하는 의미로,긍정,,
찬탄하여,긍정,,
찬탄한,긍정,,
찬탄한 글,긍정,,
찬한 사람의,긍정,,
참거나,부정,,
참견하는,부정,,
참견하는 모양,부정,,
참견하는 짓을,부정,,
참견하다,부정,,
참견하여,부정,,
참견하여 나서다,부정,,
참고 견디다,긍정,,
참기 어려울,부정,,
참다못한,부정,,
참다못해,부정,,
참다운,긍정,,
참다운 경지,긍정,,
참다운 지혜로,긍정,,
참담하다,부정,,
참담한,부정,,
참담한 형편이나,부정,,
참답게,긍정,,
참되고,긍정,,
참되고 성실한,긍정,,
참되고 순결한,긍정,,
참되고 올바르다,긍정,,
참되고 지극할,긍정,,
참되고 착실하다,긍정,,
참된,긍정,,
참된 가르침,긍정,,
참된 도리,긍정,,
참된 뜻에,긍정,,
참된 마음,긍정,,
참된 모습을,긍정,,
참된 인간,긍정,,
참된 증거,긍정,,
참된 지혜로부터,긍정,,
참신하다,긍정,,
참신한,긍정,,
참실하다,긍정,,
참으로,긍정,,
참으로 진짜,긍정,,
참을 수 없다,부정,,
참을 수가 없어서,부정,,
참을성이 없어,부정,,
참지 못하고,부정,,
참형에,부정,,
참형에 처한,부정,,
참혹하게,부정,,
참혹하기,부정,,
참혹하기 짝이 없고,부정,,
참혹하다,부정,,
참혹하여,부정,,
참혹한,부정,,
참혹한 모습이나,부정,,
참혹함을,부정,,
참혹함을 느끼어,부정,,
참회의 공덕으로,긍정,,
창녀,부정,,
창렬,부정,,
창렬스러운,부정,,
창렬이네,부정,,
창백한,부정,,
창백한 얼굴을,부정,,
창의적,긍정,,
창의적이다,긍정,,
창의적인,긍정,,
창조성이 없이,부정,,
창조적인,긍정,,
창피,부정,,
창피스럽다,부정,,
창피스레,부정,,
창피하게,부정,,
창피하게 생각하여,부정,,
창피하다,부정,,
창피하여,부정,,
창피한,부정,,
창피한 느낌,부정,,
창황하다,부정,,
채신없이,부정,,
채신없이 거볍게,부정,,
채신없이 행동하는,부정,,
채신없이 행동하다,부정,,
책망,부정,,
책망하거나,부정,,
책망하다,부정,,
책망함,부정,,
책임 죄를,부정,,
책임감,긍정,,
책임감 있는,긍정,,
책임감있는,긍정,,
책임을 회피하려고,부정,,
책임지고,긍정,,
처량하고,부정,,
처량하고 슬프게,부정,,
처량하고 슬프다,부정,,
처량히,부정,,
처리를 못하고,부정,,
처리하기 어려움,부정,,
처리하기 어려워서,부정,,
처리하기 어렵다,부정,,
처리하는 재주,긍정,,
처리하지 못하고,부정,,
처리하지 않고,부정,,
처벌을,부정,,
처벌하여,부정,,
처연하다,부정,,
처지가 나빠지다,부정,,
처지가 안되고,부정,,
처지는,부정,,
처지는 모양,부정,,
처참하게,부정,,
처참하다,부정,,
처참히,부정,,
천박,부정,,
천박하게,부정,,
천박하게 까무스름하다,부정,,
천박하고,부정,,
천박하고 못된,부정,,
천박하다,부정,,
천박한,부정,,
천사,긍정,,
천식,부정,,
천식 따위로,부정,,
천진하게,긍정,,
천진하게 웃는,긍정,,
천천히 부자연스럽게,부정,,
천하고,부정,,
천하다,부정,,
천하의 폭군을,부정,,
천한,부정,,
천한 사람,부정,,
천한 사람을,부정,,
천한 사람이나,부정,,
천한 일을,부정,,
철없는,부정,,
철없는 아이가,부정,,
철저하고,긍정,,
철저하고 바르다,긍정,,
철저하다,긍정,,
철저하지 못하게,부정,,
철저하지 못하다,부정,,
철컹철컹,부정,,
청결하다,긍정,,
청결한,긍정,,
청정하며,긍정,,
체면이 깍이는,부정,,
체면이 깎이는,부정,,
체면이 깎일,부정,,
체하며 시치미를,부정,,
체하여,부정,,
체한 채로,부정,,
쳐들어가거나,부정,,
쳐들어오다,부정,,
쳐들어옴,부정,,
쳐부수는,부정,,
쳐부수는 일,부정,,
초라하고,부정,,
초라하고 가엾게,부정,,
초라하다,부정,,
초라한,부정,,
초라한 데가,부정,,
초라한 집을,부정,,
초상이,부정,,
초상이 나다,부정,,
초월,긍정,,
초월한,긍정,,
초조,부정,,
초조하고,부정,,
초조하고 불안하다,부정,,
초조하고 불안하여,부정,,
초조하고 안타깝다,부정,,
초조하다,부정,,
초조한,부정,,
초조한 모양,부정,,
초조해지고,부정,,
촌스러운,부정,,
촌스럽고,부정,,
